OriginalTraitName,OriginalTraitValue,Location,Latitude,Longitude,Consumer,ConCommon,ConGenus,ConSpecies,ConSize,ConSizeUnit,ConSizeType,ConSizeSI,ConSizeUnitSI,CitationID,Citation,DOI,FigureTable
Egg number,3270.2236,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.3496933,kg,weight,1.3496933,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3166.9536,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.48773,kg,weight,1.48773,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3253.012,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.6625767,kg,weight,1.6625767,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3253.012,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.7453988,kg,weight,1.7453988,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3287.4355,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.7822086,kg,weight,1.7822086,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3166.9536,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8742331,kg,weight,1.8742331,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3046.4717,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9110429,kg,weight,1.9110429,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2977.6248,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8650306,kg,weight,1.8650306,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2805.5078,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8650306,kg,weight,1.8650306,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2633.3906,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8558282,kg,weight,1.8558282,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2512.9087,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8742331,kg,weight,1.8742331,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2478.4854,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9570552,kg,weight,1.9570552,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2340.7917,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9570552,kg,weight,1.9570552,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2220.3098,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0030675,kg,weight,2.0030675,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2203.0981,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0398774,kg,weight,2.0398774,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2203.0981,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.1042945,kg,weight,2.1042945,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2444.062,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.2055216,kg,weight,2.2055216,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2547.3323,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.1687117,kg,weight,2.1687117,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2478.4854,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.1042945,kg,weight,2.1042945,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2478.4854,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0398774,kg,weight,2.0398774,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2547.3323,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0030675,kg,weight,2.0030675,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2598.9673,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9386503,kg,weight,1.9386503,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2702.2375,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9662577,kg,weight,1.9662577,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2788.2961,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9570552,kg,weight,1.9570552,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2908.778,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.993865,kg,weight,1.993865,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2925.9897,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0582821,kg,weight,2.0582821,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2839.9312,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0398774,kg,weight,2.0398774,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2771.0842,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.1779141,kg,weight,2.1779141,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2564.544,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0582821,kg,weight,2.0582821,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2753.8726,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.2699387,kg,weight,2.2699387,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2788.2961,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.297546,kg,weight,2.297546,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2685.026,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.398773,kg,weight,2.398773,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2771.0842,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.398773,kg,weight,2.398773,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2874.3545,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.398773,kg,weight,2.398773,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2960.413,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.196319,kg,weight,2.196319,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3080.895,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.1687117,kg,weight,2.1687117,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2925.9897,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.1411042,kg,weight,2.1411042,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,2925.9897,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.095092,kg,weight,2.095092,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3253.012,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.993865,kg,weight,1.993865,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3304.6472,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0582821,kg,weight,2.0582821,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3339.0706,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0490797,kg,weight,2.0490797,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3407.9175,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9018404,kg,weight,1.9018404,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3476.7642,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9478527,kg,weight,1.9478527,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3528.3994,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0030675,kg,weight,2.0030675,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3580.0344,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0030675,kg,weight,2.0030675,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,3666.093,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,2.0030675,kg,weight,2.0030675,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
